SMILES,AlogP,Molecular_Weight,Num_H_Acceptors,Num_H_Donors,Num_RotatableBonds
CCCCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)CO ,3.636800000000003,476.5850000000002,6,2,6
C[C@@H]1C[C@H]2C3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CCl)O)C)O)Cl)C ,3.411500000000002,427.3680000000001,4,2,2
C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@H]([C@@]2(C(=O)CO)O)O)C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O ,0.5685,412.4290000000001,6,4,2
CC1CC2C3C(CC4=CC(=O)C=CC4(C3C(CC2(C1(C(=O)CO)O)C)O)C)Cl ,2.0209,408.92200000000014,5,3,2
CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)COC(=O)CCC(=O)O)O ,2.2193,474.55000000000035,7,3,6
CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3C2C(CC4=CC(=O)C=CC34C)Cl)O)C)C)OC(=O)CC ,3.942700000000003,521.0500000000003,7,1,6
CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)Cl)O)C)C)OC(=O)CC ,4.086800000000004,521.0500000000003,7,1,6
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)Cl)C ,2.165,408.9220000000001,5,3,2
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COP(=O)(O)O)O)C)O)F)C ,2.0127,472.44600000000014,6,4,4
CCC(=O)OC1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)C)C(=O)CCl ,4.103100000000004,466.9770000000002,5,1,4
C[C@@H]1CC2C3C[C@@H](C4=CC(=O)C=CC4([C@]3(C(CC2(C1C(=O)CO)C)O)Cl)C)F ,2.9981000000000018,410.9130000000001,4,2,2
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1C(=O)CO)C)O)F)C ,2.780800000000001,376.46800000000013,4,2,2
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C ,1.8957,392.4670000000001,5,3,2
CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C)OC(=O)C)C)O)F)C)F ,2.9853000000000014,494.5310000000003,7,1,4
CCCC(=O)OC1(CCC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C(=O)COC(=O)C ,3.5195000000000025,508.5580000000003,7,1,6
CCC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)OC(=O)OCC ,3.6993000000000027,488.57700000000034,8,1,6
CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C)F ,1.8437,410.4570000000001,5,3,2
CC1CC2C3CCC(C3(CC(C2(C4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O ,2.9233000000000016,376.4680000000001,4,2,1
CCC(=O)OC1(C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)SCF ,4.430000000000004,500.5790000000002,6,1,4
CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O ,1.8036000000000003,374.47700000000015,5,3,2
CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O ,1.5575999999999999,360.45000000000005,5,3,2
CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)O ,2.1284000000000005,402.48700000000014,6,2,3
CC12CC(C3C(C1CCC2(C(=O)COP(=O)(O)O)O)CCC4=CC(=O)C=CC34C)O ,1.6745999999999999,440.4290000000002,6,4,4
CCC(=O)OCC(=O)[C@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)OC(=O)CC ,3.8175000000000026,504.5950000000003,7,1,6
CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CCC4=CC(=O)C=CC43C)F)O ,0.6205000000000003,394.4390000000001,6,4,2
C[C@@H]1C[C@H]2C3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)SCF)O)C)O)F)C)F ,3.4691000000000027,444.5150000000001,5,2,2
CCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)Cl)O)C)C)C(=O)CO ,3.125900000000002,464.98600000000016,6,2,4
CCOC(=O)O[C@@]1(CCC2[C@@]1(C[C@@H](C3C2CCC4=CC(=O)C=C[C@]34C)O)C)C(=O)OCCl ,3.9165000000000028,466.9580000000002,7,1,4
C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)COC(=O)C)O ,2.374400000000001,416.51400000000024,6,2,3
CCC(=O)[C@]1([C@@H](CC2[C@@]1(C[C@@H](C3C2CCC4=CC(=O)C=C[C@]34C)O)C)C)C ,4.496500000000005,370.5330000000001,3,1,2
CCCCC(=O)O[C@@]1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO ,3.5227000000000026,446.5840000000003,6,2,6
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@H]34 ,3.4891000000000023,274.404,2,1,0
C[C@H]1C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)O)C)[C@@]4(C1=CC(=O)CC4)C ,4.084400000000003,344.4950000000001,3,1,1
CC(=O)OCC(=O)C1(CCC2C1(CC(C3(C2CCC4=CC(=O)CCC43C)F)O)C)O ,2.444500000000001,422.49300000000017,6,2,3
CC12CCC(=O)C=C1CCC3C2(C(CC4(C3CCC4(C)O)C)O)F ,3.3322000000000025,336.447,3,2,0
CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O ,1.7815999999999996,362.46600000000007,5,3,2
CCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO ,3.1326000000000023,432.55700000000024,6,2,5
CC1CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C ,4.655200000000004,386.5320000000002,4,0,2
CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C)O)C ,4.269300000000004,302.45799999999997,2,1,0
CCCCCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C ,7.180700000000009,428.65700000000027,3,0,9
CC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34 ,3.4925000000000024,298.42600000000004,2,1,0
CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34 ,3.8826000000000036,312.45300000000003,2,1,1
CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C ,4.723500000000005,314.4690000000001,2,0,1
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C ,3.8792000000000035,288.43100000000004,2,1,0
CCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C ,6.400500000000007,400.6030000000003,3,0,6
CCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C ,4.840100000000005,344.4950000000001,3,0,2
CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O ,3.838400000000003,330.4680000000001,3,1,1
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O)F ,1.8737,380.4560000000001,5,3,2
CCCCCCCCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C ,7.960900000000009,456.71100000000035,3,0,10
CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)CC4)C)O)C)C(=O)C ,3.9403000000000032,344.49500000000006,3,1,1
C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl ,3.037700000000002,315.716,4,1,2
C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)O ,2.5827,314.72800000000007,3,2,2
CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3 ,3.1538000000000013,284.74600000000004,2,0,1
CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F ,2.5477000000000007,313.288,4,0,2
CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F ,4.004900000000004,387.886,3,0,6
C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl ,3.1013000000000015,321.163,3,2,1
C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3 ,2.3843000000000005,281.271,4,1,2
C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O ,2.447900000000001,286.718,3,2,1
CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3Cl ,3.125600000000002,335.19000000000005,3,1,1
CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3 ,2.472200000000001,300.745,3,1,1
CCC1=NC=CC(=C1)C(=S)N ,1.2782,166.24899999999997,2,1,2
C1=CC(=CN=C1)C(=O)[O-] ,-0.5549000000000002,122.10299999999997,3,0,1
CC1=NC=C(C(=C1O)CO)CO ,0.08022000000000001,169.17999999999998,4,3,2
CNCCC1=CC=CC=N1 ,0.8434999999999999,136.19799999999995,2,1,3
C1=CN=CC=C1N ,0.6638000000000001,94.117,2,1,0
C1=CN=CC=C1C(=O)NN ,-0.3149000000000001,137.14199999999997,3,2,1
CC(C)(C)NCC(C1=NC(=C(C=C1)O)CO)O ,0.7009999999999998,240.303,5,4,4
C1=CC(=CN=C1)CC(O)(P(=O)(O)O)P(=O)(O)O ,-0.3744000000000003,283.11299999999994,4,5,4
C1=CC(=CN=C1)C(=O)NCCO[N+](=O)[O-] ,0.019699999999999884,211.17699999999994,5,1,5
CC(C)C(=O)OC1=C(C=C(C=C1)CO)[C@H](CCN(C(C)C)C(C)C)C2=CC=CC=C2 ,5.381100000000005,411.5860000000001,4,1,10
CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2 ,3.3542000000000023,255.36100000000002,2,0,6
C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl ,6.609000000000001,406.9069999999999,2,2,2
C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl ,5.929000000000001,320.04599999999994,0,0,3
C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N ,2.01,273.35699999999997,2,1,5
CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C ,3.662620000000002,269.388,2,0,6
CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2 ,5.341420000000005,325.496,2,1,7
CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2 ,4.292000000000004,309.45300000000003,2,0,7
C=CCN.C1C(O1)CCl.C(=O)(O)O ,0.9775,211.64499999999998,3,3,2
C=CCN.C1C(O1)CCl.Cl ,1.1768999999999998,186.082,2,1,2
CC1C(O1)P(=O)(O)O ,-0.09110000000000007,138.059,2,2,1
CCCCCCCCCCNCC=C.C[N+](C)(C)CCCCCCNCC=C.C=CCN.C1C(O1)CCl.Cl.[Cl-] ,4.112200000000007,618.2630000000005,4,3,22
C=CCN.C1C(O1)CCl ,0.7551,149.62099999999998,2,1,2
C[C@H]1[C@H](O1)P(=O)(O)[O-].C(C(CO)(CO)[NH3+])O ,-3.7790999999999966,259.19499999999994,6,5,4
C1C(O1)CCl.C(CNCCNCCNCCN)N ,-1.7033999999999958,281.832,6,5,11
CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl ,4.680000000000004,360.837,4,0,6
C1=CC(=C(C(=C1)CC(=O)O)N)C(=O)C2=CC=C(C=C2)Br ,2.889400000000001,334.169,3,2,4
C1=CC=C(C=C1)C(=O)C2=C(C(=CC=C2)CC(=O)N)N ,1.5275999999999996,254.28899999999996,3,2,4
CC(C1=CC=CC(=C1)C(=O)C2=CC=CC=C2)C(=O)O ,3.1057000000000006,254.285,2,1,4
CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-] ,2.545420000000002,273.244,5,2,3
CC(C)(C(=O)O)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl ,3.8130000000000024,318.756,3,1,5
CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C ,2.716800000000001,430.5410000000002,6,2,4
CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)F)C ,2.2747,434.5040000000002,6,2,2
CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)F)C ,2.3667999999999996,452.4940000000002,6,2,2
CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CC(C5=CC(=O)C=CC54C)F)F)O)C)OC(O2)(C)C ,2.9376000000000007,494.53100000000023,7,1,3
CC1(O[C@@H]2C[C@H]3C4CCC5=CC(=O)C=CC5([C@H]4C(CC3([C@@]2(O1)C(=O)CO)C)O)C)C ,2.3267000000000007,416.51400000000024,6,2,2
C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)CCC5=CC(=O)C=C[C@@]53C)F)O ,2.4188000000000005,434.50400000000013,6,2,2
CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN ,2.2663,408.88200000000035,7,2,8
CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C ,3.9643000000000024,384.2590000000001,5,1,4
CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC ,2.1756,346.3390000000001,7,1,4
CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC ,2.9708000000000014,418.44600000000025,8,1,8
CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC ,3.2018000000000013,388.42000000000013,7,1,6
CCCC(=O)OCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C ,4.245200000000003,456.3220000000001,7,1,7
CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O ,3.6092000000000026,272.388,2,2,0
CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl ,5.182000000000006,440.4110000000002,3,1,5
CC12CCC3C(C1CCC2OP(=O)(O)O)CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl ,5.299000000000007,520.3900000000003,4,2,7
CCCCC(=O)OC1CCC2C1(CCC3C2CCC4=C3C=CC(=C4)O)C ,5.350300000000006,356.50600000000003,3,1,4
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F ,8.682600000000004,606.7820000000008,3,2,14
CC12CCC3C(C1CC(C2O)O)CCC4=C3C=CC(=C4)O ,2.5800000000000023,288.387,3,3,0
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO)O)O ,-1.9800000000000006,267.245,9,4,2
C1C(C(OC1N2C=NC3=C2N=C(N=C3N)Cl)CO)O ,-0.2974000000000001,285.691,8,3,2
C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(N=C2N)F ,-1.8409,285.23499999999996,9,4,2
C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=C(N=C2N)F ,-1.7239000000000004,365.214,10,5,4
C1=NC2=C(N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)F)N=C(N=C2N)Cl ,-0.3494000000000001,303.6809999999999,8,3,2
COC1=NC(=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N ,-1.9713999999999987,297.2710000000001,10,4,3
C1C(C2=CC=CC=C2N(C3=CC=CC=C31)C(=O)N)O ,2.4929,254.289,2,2,0
CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl ,4.528400000000004,314.86,2,0,4
CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31 ,3.5328000000000026,266.388,2,1,4
CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31 ,3.8750000000000027,280.415,2,0,4
CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C ,4.121000000000003,294.44199999999995,2,0,4
CC(=O)O[C@H]1CC2=CC=CC=C2N(C3=CC=CC=C13)C(=O)N ,3.0637000000000008,296.3260000000001,3,1,1
CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(=O)CC4 ,1.6302999999999999,285.3430000000001,4,1,0
C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O ,1.3013999999999997,327.37999999999994,5,2,2
CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O ,1.0482,315.369,5,1,1
CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O ,0.7451999999999996,301.342,5,2,0
CN1CC[C@]23[C@@H]4[C@@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3C(=O)CC4 ,1.9333,299.37000000000006,4,0,1
C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO ,4.308100000000004,437.5310000000002,5,1,6
CCCCCCCCCC(=O)OCCN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F ,7.999700000000009,591.7840000000004,6,0,15
C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO ,3.9427000000000034,403.9790000000002,5,1,6
CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl ,4.580200000000004,373.9530000000001,4,0,4
CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F ,4.945600000000004,407.5050000000001,4,0,4
C1=NC2=C(C(=N1)N)N=CN2CCOCP(=O)(O)O ,-0.4397000000000001,273.1889999999999,7,3,5
CC(C)(C)C(=O)OCOP(=O)(COCCN1C=NC2=C1N=CN=C2N)OCOC(=O)C(C)(C)C ,2.7025000000000006,501.47700000000026,13,1,11
CC(=O)OCC(CCN1C=NC2=CN=C(N=C21)N)COC(=O)C ,0.5409999999999998,321.33700000000016,9,1,7
C[C@@H](CN1C=NC2=C1N=CN=C2N)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C ,3.0356000000000014,519.4480000000003,15,1,13
CC(CN1C=NC2=C1N=CN=C2N)OCP(=O)(O)O ,-0.051200000000000134,287.21599999999995,7,3,5
C1=NC2=C(N1COCCO)NC(=NC2=O)N ,-1.3317999999999997,225.208,7,3,4
C1=NC2=C(N1COC(CO)CO)NC(=NC2=O)N ,-1.970899999999999,255.23399999999998,8,4,5
C1=NC2=C(N1CCC(CO)CO)NC(=NC2=O)N ,-1.307299999999999,253.262,7,4,5
CC(C)C(C(=O)OCCOCN1C=NC2=C1NC(=NC2=O)N)N ,-0.7975999999999979,324.34100000000007,9,3,7
CC(C)[C@@H](C(=O)OCC(CO)OCN1C=NC2=C1NC(=NC2=O)N)N ,-1.4366999999999983,354.3670000000001,10,4,8
CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O ,-1.5142799999999992,242.231,6,3,2
C1C(C(OC1N2C=C(C(=O)NC2=O)F)CO)O ,-1.6835999999999998,246.194,6,3,2
C1C(C(OC1N2C=C(C(=O)NC2=O)I)CO)O ,-1.2180999999999997,354.1,6,3,2
CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-] ,-0.19627999999999995,267.245,6,2,3
C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O ,-0.8039000000000005,296.201,6,3,2
C=CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)C(=NO)C3=CSC(=N3)N)SC1)C(=O)O ,-0.1717999999999998,395.42200000000014,9,4,5
CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)[O-] ,-1.9571999999999978,454.46600000000024,12,2,7
CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=CCS3)C(=O)O ,-0.5557999999999998,383.4110000000001,9,3,5
C=CC1=C(N2C(C(C2=O)NC(=O)C(=NOCC(=O)O)C3=CSC(=N3)N)SC1)C(=O)O ,-0.5447999999999986,453.45800000000014,10,4,8
COCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O ,-0.5391999999999988,427.4640000000001,10,3,7
C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)O)N ,4.557300000000002,776.872,4,3,5
C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)O)N)I)I)O ,3.9527000000000014,650.9760000000001,4,3,5
CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2 ,3.036500000000001,364.42300000000006,5,3,8
CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O ,3.6670000000000025,242.274,2,1,4
C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl ,5.144700000000002,289.54499999999996,2,1,2
C1=C(NC=N1)CCN ,-0.08910000000000007,111.14800000000001,2,2,2
CC1=C(N=CN1)CSCCNC(=NC)NC#N ,0.5973999999999998,252.347,4,3,5
C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O ,-1.1154000000000002,272.09,5,5,4
CC1=NC=C(N1CCO)[N+](=O)[O-] ,0.09201999999999982,171.15599999999998,5,1,3
CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C ,0.5344199999999997,247.27599999999998,6,0,5
C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl ,3.644400000000001,290.832,0,0,0
C1CCC(CC1)(CC(=O)O)CN ,1.3703,171.23999999999998,2,2,3
C1CCC(CC1)NC(=O)N(CCCl)N=O ,2.2509000000000006,233.69899999999998,3,1,4
C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2] ,1.5551000000000001,397.288,2,2,0
C1CC(CCC1CN)C(=O)O ,0.8361000000000001,157.21300000000002,2,2,2
CN1C2=C(C(=O)N(C1=O)C)NC=N2.C[N+](C)(C)CCO ,-1.3547999999999978,284.34000000000003,6,2,2
CN1C2=C(C(=O)N(C1=O)C)NC=N2 ,-1.0397000000000005,180.167,5,1,0
CN1C=NC2=C1C(=O)N(C(=O)N2C)C ,-1.0293,194.194,6,0,0
CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O ,-2.2130999999999985,254.24599999999998,8,2,3
CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C ,0.1930000000000005,278.31200000000007,7,0,5
CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC ,2.527000000000001,243.30599999999998,2,1,4
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)[O-].[Na+] ,-1.2941999999999987,252.24499999999998,3,0,3
CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC ,3.370000000000002,228.291,2,0,4
CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O ,2.577500000000001,259.349,3,2,6
CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21 ,4.877300000000004,291.438,1,0,4
C(C1C(C(C(C(O1)O)O)O)O)O ,-3.2213999999999987,180.156,6,5,1
CC[PH+](CC)CC.CC[PH+](CC)CC.CC(=O)OCC1C(C(C(C(O1)[SH2+])OC(=O)C)OC(=O)C)OC(=O)C.[Au].[Au] ,3.596600000000003,997.6500000000002,9,0,11
C(C1C(C(C(C(O1)O)F)O)O)O ,-2.2441999999999998,182.147,5,4,1
CN(C(=O)NC1C(C(C(OC1O)CO)O)O)N=O ,-2.890899999999998,265.222,8,5,3
CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCNC(=O)[C@H](C)NC(=O)CC[C@H](C(=O)N)NC(=O)[C@H](C)NC(=O)[C@@H](C)OC1[C@H]([C@@H](O[C@@H]([C@H]1O)CO)O)NC(=O)C)OC(=O)CCCCCCCCCCCCCCC ,5.762300000000015,1237.5180000000005,18,10,52
CCCCCC(C=CC1C(CC(C1CC=CCCCC(=O)O)O)O)O ,3.0429000000000026,354.487,4,4,12
CCCCCCCC(=O)CCC1C(CC(C1CC=CCCCC(=O)OC(C)C)O)O ,5.122300000000007,424.62200000000024,5,2,16
CCCCCCCC(=O)CCC1C(CC(C1CC=CCCCC(=O)O)O)O ,4.2553000000000045,382.54100000000017,4,3,15
CCCCC[C@@H](C=C[C@H]1[C@@H](C[C@@H]([C@@H]1CC=CCCCC(=O)O)O)O)O.C(C(CO)(CO)N)O ,0.7037000000000009,475.6230000000002,8,8,15
CCCCC[C@@](C)(C=C[C@H]1[C@@H](C[C@@H]([C@@H]1CC=CCCCC(=O)O)O)O)O ,3.433000000000003,368.5140000000001,4,4,12
CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F ,3.515220000000002,369.36800000000005,4,1,5
CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC ,2.8997400000000013,345.42400000000004,5,1,5
COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC ,2.8843000000000005,383.3760000000001,6,1,7
CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCCCOC ,2.989420000000001,359.4510000000002,5,1,8
C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl ,-0.3512999999999999,297.745,5,3,1
C1NC2=C(C=C(C(=C2)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N1 ,0.014099999999999946,331.29699999999997,5,3,1
CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CCl ,0.5982999999999998,360.244,5,2,2
CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CSCC(F)(F)F ,1.6549999999999996,439.8900000000001,6,2,4
